ap_gazette_no,institution_name,village,mandal,extent_dry,extent_wet,extent_total,demand_arrears,demand_current,demand_total,receiptno_date,challanno_date,collection_arrears,collection_current,collection_total,balance_arrears,balance_current,balance_total,remarks
NDGZT3301,Rangal Darvesh Dargah Sunni,Gadivemula,Gani,24.91,0,24.91,40000,10000,50000,,,,,0,40000,10000,50000,new
NDGZT1767,Mosque Sunni,Banaganapalli,kayapa,38.8,0,38.8,39000,19500,58500,8825/177/05-12-2025,,39000,,39000,0,19500,19500,new
NDGZT1668,Mosque Sunni,Pamulapadu,Bhanumukkala,41.73,0,41.73,36800,18400,55200,8819/177/10-11-2025,890/16-12-2025,36800,,36800,0,18400,18400,new
NDGZT3256,Mosque Sunni,Midthur,Bhyrapuram,86.26,0,86.26,34400,34400,68800,,,,,0,34400,34400,68800,new
NDGZT3230,Pasha Sahib Dargah Sunni,Midthur,Biravolu,23.08,0,23.08,32200,9200,41400,,,,,0,32200,9200,41400,new
NDGZT3400,Jamal Basha Dargah Sunni,Nandyal,Nandyal,10.7,0,10.7,32000,24000,56000,,,,,0,32000,24000,56000,new
NDGZT3540,Sunni Asar-e-Shariff,Sirvella,Yerraguntla,76.82,0,76.82,32000,8000,40000,,,,,0,32000,8000,40000,new
NDGZT1716,Khari Vasthad Mosque Sunni,Banaganapalli,Banaganapalli,1.14,0,1.14,32000,32000,64000,8823/177/03-12-2025,886/15-12-2025,18000,18000,36000,14000,14000,28000,new
NDGZT1722,Hazarath Abbas Ashoorkhana Sunni,Banaganapalli,palkur,0,0,0,61608,42030,103638,3004/61/15-04-2025,103/30-04-2025,30000,,30000,31608,42030,73638,new
NDGZT1749,Mosque Sunni,Banaganapalli,Appalapuram,78.95,0,78.95,39500,31200,70700,8822/177/25-11-2025,893/16-12-2025,39500,,39500,0,31200,31200,new
NDGZT1913,Idrus Pasha Dargah,Bethamcherla,Gutupalli,45.27,0,45.27,31000,8000,39000,,,,,0,31000,8000,39000,new
NDGZT3297,Ashurkhana Sunni,Gadivemula,Gani,22.93,0,22.93,118500,11500,130000,8802/177/09-09-2025,708/10-10-2025,118500,11500,130000,0,0,0,new
